url,company,info,city,name,salary,duration,academic
https://www.shixiseng.com/intern/inn_m1ea3poiy1qz?pcm=pc_SearchList,江铃福特,"岗位职责：
1. 社交传播规划&Idea共创：根据品牌及车型阶段性传播规划，与社交，品牌，公关团队一起共创社交传播idea，发想各类出圈idea；
2. 短视频剪辑及Resize：针对各类视频进行二次剪辑及不同尺寸的延展需求；
3. 短视频拍摄：基于不同社交平台算法及用户逻辑，“策划-拍摄-剪辑-运营”一站式规划，发展各类短视频创意及拍摄落地；
3. 跨部门协作：与品牌、社交、公关团队、新媒体团队配合，完成营销活动、产品推广、用户增长等设计需求，确保项目高效落地。

任职要求：
1. 软件操作能力 
   - 基础工具：必须精通主流剪辑软件（如Premiere Pro、Final Cut Pro、剪映）和特效工具（如After Effects）；
   - 辅助技能：熟悉Photoshop（平面设计）、达芬奇（调色）等工具，能处理画面调色、字幕制作和音频同步。

2. 创意策划与文案能力  
   - 需具备分镜脚本编写能力，能将产品卖点转化为视觉语言，结合热点策划吸引用户的内容；
3. 审美与镜头语言  
   - 需掌握镜头语言（如景别切换、动接动/静接静），确保画面流畅性和叙事连贯性
4. 拍摄与后期全流程  
   - 除剪辑外，需了解拍摄技能（如设备操作、布光布景）
   - 熟悉视频格式转换、编码规范及印刷/线上适配要求（如分辨率、响应式设计）。
5.平台算法思维
   -熟悉平台规则、算法推荐机制及用户行为分析。
   -需具备数据敏感度，通过播放量、点赞数等优化内容策略。",工作地点：上海市/上海市/杨浦区 互联宝地-T1栋收起地图,公司简介江铃福特,,,
https://www.shixiseng.com/intern/inn_nbwu1h4vtuqi?pcm=pc_SearchList,wana try,"Wanatry 服装品牌-一家时尚买手电商平台

【岗位职责】
1）负责创意部门小红书、抖音账号、时尚内容专题的视频素材拍摄、后期剪辑、素材管理；
2）和部门成员一起进行视频内容策划、脚本撰写，包括小红书和抖音视频内容等；
3）配合创意部门完成相关工作，协助部门其他成员进行日常穿搭拍摄工作；

【任职要求】
1）E人，活泼开朗，能活跃气氛，积极乐观，有分享欲乐于输出观点；
2）会视频剪辑，熟练使用电脑版剪映（公司提供剪映vip账号），会摄影；
3）有时尚审美，有网感，追热点，对于当下的流行点了解并关注，喜欢服装乐于创作；
4）有责任心，做事细致，细节控；
5）会一些简单平面设计的优先
工作时间：9：30-19：00，可弹性半小时上下班
无住房补贴，公司有下午茶和内部优惠购",工作地点：上海市/上海市/浦东新区 崮山路500号收起地图,公司简介wana try,,,
https://www.shixiseng.com/intern/inn_amsbbqmb6dss?pcm=pc_SearchList,典众公关,"岗位职责：
【1】抖音（星图）/小红书（蒲公英）达人初步筛选建联；
【2】抖音/小红书/平台下单；
【3】达人项目发布执行沟通跟进；
【4】日常表格数据整理；

任职要求：
【1】认真严谨、细心、有责任心，主动沟通能力强；
【2】在乙方广告/公关公司实习经验，有相关媒体沟通经验优先，也可接受0经验，有上级带教；
【3】每周至少实习4天左右，连续实习3个月以上优先；

*长期实习岗，无转正机会，投递简历时请仔细查看~",工作地点：上海市/上海市/长宁区 银统大厦南楼23楼收起地图,公司简介典众公关,,连续实习3个月，4天,
https://www.shixiseng.com/intern/inn_gheqkchhwprb?pcm=pc_SearchList,直观复星,"职责 / Responsibility
1. 协助开展机器人技术及人工智能方向的预研发工作 / Assist in conducting the research of pre-development of robotics and medical AI.
2. 协助数字化创新团队预研发项目实施/ Assist in conducting the research of pre-development projects of the digital and innovation team.
3. 整理试验记录、协助验证报告的起草/ Organize test records and assist drafting of design verification report
4. 撰写相关技术文档 / Finish related technical documentations.
5. 即日起至2025年S4，每周工作3-5天，具体期限面议 / From now on till S4 of 2025, 3-5 days per week, based on negotiation.
 
要求 / Qualification
1. 理工科专业，(医疗)机器人、人工智能（不限方向）优先/ Major in science or engineering. Major in (medical) robotics, artificial intelligence is preferred but not required.
2. 有Matlab、 Python和至少一种机器人仿真平台下的编程经验 / Programming experience with Matlab, Python and at least one robotic simulation platform.
3. 优秀的英语写作能力，口语流利者优先 / Profound English skill in writing. Fluent oral English preferred but not required.
4. 工作认真细致 / Careful and meticulous working style.",工作地点：蓝靛路1389号直观复星总部及产业化基地收起地图,公司简介直观复星,,5天,
https://www.shixiseng.com/intern/inn_xh2fgrpcg01p?pcm=pc_SearchList,华诚,"团队方向：
吴月琴团队-知识产权,公司商事,金融与资产管理
岗位职责：
1、进行法律检索、调查取证及法律研究工作；
2、配合办理具体的案件，参与各类数据合规等非诉讼项目；
3、负责案件材料准备、整理等工作；
任职要求：
1、硕士及以上学历，在读或应届毕业生都可；
2、一周可以实习3天及以上者优先；",工作地点：上海市/上海市/徐汇区 世纪商贸广场 长乐路989号26-27楼收起地图,公司简介华诚,,一周，3天,硕士及以上
https://www.shixiseng.com/intern/inn_wk6utrsddufg?pcm=pc_SearchList,Masterland,"招录对象：26届 27届 28届在校/毕业生
坐标：上海杨浦区实地办公，毗邻抖音、B站


公司介绍
Masterland是一家提供会议，培训，咨询的数字化营销资 源平台。 主要服务于世界1000强企业，专注于营销领域10年。重点 涵盖医疗,B2B，食品饮料等行业，服务100，000+客户。每年 举 办 三 场 营 销 与 数 字 化 高 端 闭 门 峰 会，平 均 参 会 人 数 400+，10年累计参会人数超过13000人。 每年提供100+营销专题Workshop，垂直沙龙，线上研讨会 等；同时为西门子医疗，赛默飞，罗氏诊断，梅特勒-托利多， ABB,科德宝等提供定制内训和解决方案。 提供人才对接，供应商资源对接等服务。 

招聘岗位：实习生
工作地点：上海Offline duty
工作时间：周一至周四 9:00-18:00， 周五9:00-17:30
工作日4-5天，实习总长度至少3个月。
工作职责：1. research，包括信息及资讯的搜索、收集、分析及整理；
2.电话联系客户，完成定量的数据更新，一条完整的数据包含客户的公司名称、客户姓名（英文名）、职位、工位座机、手机号、公司邮箱。
3.领导交办的其他工作。
岗位要求：1. 国内外高校在校生，专业不限；
2.有过咨询公司、保险理财公司、会展会务公司、教培机构任职经验优先，接触过医疗行业的优先；
3.英语听说读写较好；
4.学习能力强，能快速进入工作状态，工作认真负责，有较强的日清工作意识。
  
你能获得：1. 知名咨询公司实习经历2. 开具《优秀实习生在职证明》 3. 签订《实习协议书》 4. 能够参与丰富的团队活动和讨论分享，与有经验的前辈充分交流，了解行业逻辑、分析研究和咨询工作方法；3.有pay，日薪方式结算，月发放。

**公司合作伙伴：辉瑞、艾伯维、罗氏、强生、诺华、赛诺菲、默沙东、阿斯利康、GSK、武田、礼来、诺和诺德、拜耳、安斯泰来、默克、雅培、复星医药、卫材、第一三共等",工作地点：上海市/上海市/杨浦区 INNO创智A栋326室收起地图,公司简介Masterland,,3个月，5天,
https://www.shixiseng.com/intern/inn_4ng6jd5xuq42?pcm=pc_SearchList,NIO蔚来,"职责描述：
1. 撰写并维护App端和公司内部系统内的用户权益政策；
2. 与数据分析、二手车、销售运营等团队合作，追溯、识别、确认用户车辆正确的权益，并根据结果调整，确保权益没有多发、超发；
3. 回溯历史用户申请案例，对原因、材料、特殊批准等类目进行二次核实，校正批复结果。
任职要求：
- 逻辑缜密，表达清晰；
- 具备良好的沟通协调和项目管理能力，能有效统筹上下游部门资源
- 对数据敏感，有较强的数据分析能力，能快速挖掘数据和业务的关系
- 了解汽车行业，特别是汽车行业销售政策、用户权益政策者优先；
- 有过权益运营、用户运营、App运营或积分/成长成就体系运营实习经历者优先。",工作地点：上海市/上海市/闵行区 漕河泾科技绿洲收起地图,公司简介NIO蔚来,,,
https://www.shixiseng.com/intern/inn_dph5v1mky2yf?pcm=pc_SearchList,飞鸟鱼信息科技,"岗位职责：
1、数据录入与维护：负责业务信息的系统录入，确保数据准确性与完整性；
2、业务流程支持：配合业务部门完成交易流程中的资料登记、备案及流转跟踪；生成并整理客户跟进台账等业务报表。

任职要求
1、教育背景本科及以上学历在校生，专业不限；
2、技能要求：熟练使用Excel（如VLOOKUP、数据透视表）、Word等办公软件；
3、素质要求：高度责任心，能严格遵守数据保密制度；耐心细致，擅长处理重复性工作。",工作地点：上海市/上海市/黄浦区 恒积大厦收起地图,公司简介飞鸟鱼信息科技,,,本科及以上
https://www.shixiseng.com/intern/inn_qugoyvx0cmgb?pcm=pc_SearchList,哈啰,"岗位职责：
1、负责街猫业务日常数据统计分析，针对异常情况协调资源进行跟踪和深入分析；
2、梳理数仓底表逻辑，通过SQL取数或搭建Tableau可视化看板支持业务运营；
3、协助分析师对数据洞察以及定性和定量分析，迅速定位内部问题或发现机会；
4、协助分析师进行数据分析体系建设和完善，挖掘用户、产品、策略方面的业务机会。

任职要求：
1、2026届及以后毕业，本科及以上学历在读，计算机、统计、数学等相关专业优先；
2、熟练使用 SQL 、EXCEL 、Python 等至少一种脚本语言，熟悉常用数据统计和分析方法；
3、良好的沟通能力、团队合作精神和主动意识；
4、良好的逻辑思维能力、业务解读能力和快速学习能力；
5、具备逻辑思维与数据敏感度，细心靠谱；
6、实习期不少于3个月，每周出勤5天。",工作地点：上海市/上海市/闵行区 西子国际中心3号楼收起地图,公司简介哈啰,,不少于3个月，5天,本科及以上
https://www.shixiseng.com/intern/inn_rvzpk5tu6mri?pcm=pc_SearchList,凡卜旅行,"【职位描述】
我们是一家位于新西兰基督城、业内知名的旅游地接服务提供商。我们致力于为全球旅游机构、旅行社、企事业单位等提供全方位的旅游地接服务。您将有机会深入了解旅游行业的运作流程，参与旅游产品的规划、设计与执行，通过实践学习，为未来的职业发展奠定坚实基础。
1. 岗位有转正机会，偏好长期稳定实习（可远程）。
2. 每周实习时长为3-5天，接受大一大二实习。
3. 每周需有2天在线下办公室实习，地址位于上海市黄浦区六合大厦（人民广场站）。

【团队构成与福利】
1. 毕业自海内外名校的团队成员，包括但不限于北大、复旦、交大、同济、浙大、悉尼大学、隆德大学等院校的学长学姐，可向其咨询海外旅行、留学、定居等事宜。
2. 年轻化与扁平化的团队，CEO是知心的大姐姐，团队多数成员为95后。
3. 海外旅行出差与团建前往海外（主要为新西兰/澳大利亚/斐济）进行旅行出差，公司报销全程食宿往返及当地玩乐费用并给予出差补贴；加入团队满1年的成员均可参加一年一度的团建（曾去过甲米，普吉，宿务等地）。

主要职责：
1.	协助进行旅游方案的初步规划和设计，包括行程安排、景点选择、酒店预订等；
2.	协助处理旅游订单，包括订单信息的录入、核对与跟进；
3.	协助与景区、酒店、交通等相关供应商进行沟通和协调，确保旅游资源的充足与优质；
4.	参与旅游团队的行程跟进，了解团队动态，协助处理团队在旅行过程中的问题；
5.	收集客户反馈，参与旅游产品的优化和改进工作；
6.	协助产品的开发与上线，必要时独立进行产品资料搜寻补充工作；
7.	具备基本数据处理能力，能够协助完成产品价格的汇总整理与二次核查，能够自主调整数据呈现格式，进行可视化呈现与升级
8.	完成上级交办的其他旅游相关工作。

任职要求：
1.	本科及以上在校大学生或应届毕业生，双一流院校优先，教育、新传、旅游类专业优先，有相关实习经历者优先，旅游管理、酒店管理或相关专业优先；
2.	对旅游行业充满热情，具备基本的旅游业务知识；
3.	具备良好的沟通能力和团队协作能力，能够与团队成员和客户保持良好的沟通；
4.	具备较强的学习能力和适应能力，能够快速适应旅游行业的快节奏工作环境；
5.	具备较强的责任心和细心程度，能够确保工作的准确性和高效性；
6.	通过英语六级或其他英文水平检测，具备良好的英语听说读写能力，能够进行英文沟通，具有海外长途旅行/留学等相关经历者优先。",工作地点：上海市/上海市/黄浦区 六合大厦(云南北路)收起地图,公司简介凡卜旅行,,5天,本科及以上
