url,company,info,city,name,salary,duration,academic
https://www.shixiseng.com/intern/inn_gbhdha8o98aq?pcm=pc_SearchList,夏暖,"夏暖是一家新媒体广告公司，业务涵盖各类线上营销方案的策划与执行。


	公司公司还是今日头条/西瓜视频的签约MCN，有自己的社群管理和达人孵化体系。


	在这里，你将有机会接触新媒体方向最前沿的内容。


	岗位职责：


	1. 新媒体运营相关的运营执行工作。


	2. 配合主管完成活动方案的策划与制作。


	3. 详见下方培养计划。


	岗位要求：


	本科或研究生在读，面向2023年应届毕业生。


	1.对新媒体运营有浓烈兴趣。


	2.有良好的文字撰写能力。


	3.较好的学习习惯和思考能力，擅长独立解决遇到的问题。


	4.设计，文学，新闻，广告传媒，网络与新媒体等相关专业额外加分。


	发展方向： 管培生/储备干部


	培养计划：


	本岗位面向今年有转正意向的应届毕业生，目标是在2年内成为可以独立负责项目的项目经理。


	你将接触到不同方面的工作，可能会包括：


	传统的微信微博运用，百度搜索优化，广告投放，KOL达人投放，新兴的自媒体平台运营，文字编辑，活动策划，内容策划，设计或者短视频策划等等。",工作地点：上海市浦东新区浦建路145号强生大厦5楼收起地图,公司简介夏暖,,,本科
https://www.shixiseng.com/intern/inn_shtkdaysbu4e?pcm=pc_SearchList,李奥贝纳,工作内容：项目运营、及货品销售价格监测、数据收集之类的工作，每日大概需要5个小时时间手动扒数据职位要求：1.相关专业或相关实习经验者优先2.踏实有耐心，细心，愿意学习，有责任心3.良好的中英文沟通能力4.熟练使用office日常办公软件5.一周保证出勤4天，全勤优先考虑，至少3个月起*适合想要了解广告传媒行业相关知识的同学,工作地点：上海南京西路688收起地图,公司简介李奥贝纳,,3个月，一周，4天,
https://www.shixiseng.com/intern/inn_y8qcosbwu2pw?pcm=pc_SearchList,Cocreate,岗位职责：1、配合内容营销经理工作，理解品牌营销需求，对匹配品牌需求的项目资源进行筛选和组合。（核心资源：综艺网剧，国际动漫ip，好莱坞影片等）2、参与挖掘品牌营销需求和资源的共通结合点，学习完成联合营销项目策划及方案撰写。3、辅助内容营销经理，向客户进行整体创意阐述，并能够有效完成项目推进。4、有效分解项目任务和高效执行，主动灵活及时地进行客户和资源沟通；执行内容如：影视剧综艺植入监场、线下活动执行策划与跟进，及其它联合营销项目的创意实施。任职要求：1、 广告学、市场营销传播、影视娱乐类、相关专业毕业，一定的PPT撰写基础和创意策划经验。2、 热爱营销传播，对内容营销行业的趋势和动向有自己的理解和学习，立志于该领域的长期发展。脑洞大，自认拥有创意策划相关的思维能力优势。3、  性格开朗乐观，踏实谦虚，良好的人际沟通耐心及能力，积极主动的团队协作学习意愿，抗压能力强，做事认真负责。4、 具有好奇心和求知欲，个人对影视、综艺、动漫、文学类等内容有长期观看阅读和研究兴趣者优先；5、 拥有英语、韩语、日语一种以上的熟练实际运用能力（商务书写和口语）优先。6、熟练运用办公软件尤其是PPT和excel，一周至少保证3-4天可以工作。,工作地点：上海市黄浦区蒙自路169号锦和越界智造局一期3号楼204室收起地图,公司简介Cocreate,,一周，4天,
https://www.shixiseng.com/intern/inn_fvqsv1bojtzq?pcm=pc_SearchList,仁吉医疗,管培生项目概述：管培生项目是仁吉医疗人才培养的计划，我们将选择有致力于投入大健康医疗行业优秀毕业生，通过我们系列的辅导以及轮岗，成为公司的合格及未来可长期发展的人才。管培生项目阶段安排：轮岗实习6-9个月涉及品牌宣传，项目策划、市场营销，客户运维等方向；系统培训及实操了解各岗位的工作内容及工作职责，思考工作流程，提高效率；按照各岗位的职责完成工作任务，并阶段性进行工作学习总结；轮岗期结束后，结合个人发展意愿及公司安排，全职某一岗位，并进入管理培养序列；毕业后签订劳动合同，缴纳五险一金及享受各项福利待遇。申请要求：针对2023年毕业生，专业不限；具有良好的沟通能力，做事积极主动，执行力强，有责任心；致力于大健康医疗行业，愿意探索学习；实习初期每周可提供3天实习实践时间。,工作地点：娄山关路533号金虹桥国际中心8楼收起地图,公司简介仁吉医疗,,9个月，3天,
https://www.shixiseng.com/intern/inn_yqb56jgfxaza?pcm=pc_SearchList,觅音,工作描述：1、深入理解业务和客户需求，同时通过对数据的分析和处理，不断优化运营方法论；2、对接品牌，维护如大众点评（家居行业）店铺，能快速学习掌握线上运营思维；3、通过运营工作思考与数据分析，制定产品运营优化策略，能独立对接各团队，协调资源；4、有一定文案撰写能力，可独立编辑种草软文，熟悉小红书、微博等平台任职资格：1、熟练掌握日常工具的excel、ppt，应用熟练加分；2、具备优秀自我驱动力，主动思考，及时优化改进数据、流程、产品问题；3、懂生活，有同理性，理解能力强；4、善于沟通和表达，良好的团队协作能力，结果导向；5、踏实，为人正直，细致，思维缜密，抗压能力强，且有强烈的责任心；工作地址,工作地点：上海市静安区万渡航路83号楼金航大厦2107收起地图,公司简介觅音,,,
https://www.shixiseng.com/intern/inn_jxdsuy7wpv4t?pcm=pc_SearchList,泰信基金管理有限公司,职责描述：基金经理路演纪要整理；合同签署流程辅助；日常数据文档归纳；简单的图像PS、视频剪辑制作。任职要求：财经、金融类专业本科或研究生在读；有一定的文字功底，熟悉办公软件，懂PS、Illustrator软件尤佳。,工作地点：上海市浦东新区浦东南路256号华夏银行大厦37层收起地图,公司简介泰信基金管理有限公司,,,本科
https://www.shixiseng.com/intern/inn_jv996pgklxpu?pcm=pc_SearchList,圣戈班,"1. Integrate various characterization techniques for abrasive & ceramic samples.  
2. Provide routine chemical analysis solution to material characterization for research groups, plants and any other customers, especially for wet chemistry, ICP-OES, GPC techniques.  
3. Try to do some method development for projects.4. Help to do some maintance work for ISO17025 and Lab EHS.Qualifications Required: Bachelor or Master major in chemical engineering, chemistry, material science or other relative major with analytical chemistry skill 
 Communication willing and skill, oral & written English, native Chinese speaker 
 Creative, logic and analytic thinking, strong hand-on ability 
 Self-motivated, strong sense of responsibility  
 Can work at least 3 days per week, last for more than 4 months.",工作地点：上海市闵行区文井路55号收起地图,公司简介圣戈班,,,
https://www.shixiseng.com/intern/inn_xassau0laf3k?pcm=pc_SearchList,NIO蔚来,"职责描述：
1. 数据整理：数据整合与分析，报表制作与评估；对元宇宙/大数据/Deepseek有热情并有一定的认识
2. 软件仿真：基于产品和设备信息，可以catia等软件搭建和模拟仿真；
3. 可以支持工艺AI Agent开发，熟悉AI大模型语言(RAG/LLM/MCP等模型应用)

任职要求：
1.专业：AI相关、智能制造相关、计算机、数学、统计学、车辆工程等
2.能力要求:熟练掌握至少一种编程语言，熟悉数据分析软件和Catia 等仿真软件操作，具有 CATIA或者PDPS二次开发的经验者优先， 做事严谨，好学，对新事物充满好奇心
3.每周出勤4或5个工作日，实习周期3个月以上；能尽快到岗
4.做事认真，细心，责任心强，良好的文字功底
5.熟练使用office等办公软件；
6.踏实、吃苦耐劳、良好的沟通表达能力以及清晰的逻辑思维，具有较强的执行能力以及团队协作精神；
7.认同公司价值观",工作地点：上海市/上海市/嘉定区 汽车·创新港收起地图,公司简介NIO蔚来,,3个月,
https://www.shixiseng.com/intern/inn_i02nr4ee3b9f?pcm=pc_SearchList,赛沃智造,"为应对集团业务快速发展需要，现计划招聘、培养并储备优秀2023届理工类应届生作为集团未来发展的技术骨干与团队负责人。

我们需要：    
理工类专业，车辆工程、机械设计、电气工程及其自动化、热能与动力工程、能源与动力工程、过程装备与控制工程、控制理论与控制工程、交通运输、机械电子工程、材料成型与控制工程、自动化、智能制造等专业优先。

	根据公司技术储备人才培养规划，自入职起，会相继安排在公司技术中心相关部门进行实践，担任技术助理工程师职位。
	轮岗部门包括但不限于：项目管理、产品开发、工艺开发、工装模具设计与制作、智能装备等部门。
	经过轮岗培养后，结合新人优势、意愿与公司需求，确定最终具体技术岗位。


	任职要求：
	1、2023届应届本科或硕士毕业生，机械、金属材料、材料成型、车辆工程等相关专业，锻造工艺方向者优先；
	2、有汽车零部件行业技术相关岗位实习经验者优先；
	3、积极进取，责任心强，有创新意识与问题解决能力，具备吃苦精神，可承担一定工作压力；
	4、善于团队配合，具有良好的沟通和表达能力；
	5、熟练使用UG及CAD等绘图软件，及office办公软件；
	6、英语四级及以上。",工作地点：上海市闵行区浦江镇江潮路96号收起地图,公司简介赛沃智造,,,本科
https://www.shixiseng.com/intern/inn_3yolkak789xn?pcm=pc_SearchList,汇得科技,一、岗位职责：1.按照工艺规程和安全操作规程，按正确的方法使用各设备仪器，生产出合格的产品；2.做好相关数据记录；3.生产过程中进行巡查，出现异常问题及时上报。4.做好5S工作5.领导安排的其他工作。职位发展方向：班组长、工艺员、生产管理或其他岗位。二、岗位要求：1.精细化工、化工工艺、化学工程、应用化学、数控技术、计算机、电气工程、自动化等相关专业，中专以上学历；2.有良好的责任心；3.积极上进，有良好的学习能力和动手操作能力；4.能接受倒班（作二休二，12小时）。三、其他说明：1.表现优秀的毕业后留用，实习期可冲抵试用期。2.实习期间，相关福利待遇同正式员工。3.公司有自营食堂，提供住宿（2人间，员工公寓）。4.公司地址：上海市金山区金山卫镇春华路180号（上海精细化工产业园区）,工作地点：上海市金山区金山卫镇春华路180号（上海精细化工产业园区）收起地图,公司简介汇得科技,,,
