platform,job_id,job_name,company_name,location,salary_text,education,experience,url,publish_date,source,raw,job_description,job_requirement,公司类型,公司行业排名,公司梯队分,岗位核心度分,英语使用度分,成长潜力分,总分,投递优先级,硬过滤失败原因,硬过滤通过
51job,163341775,数据分析实习生 Data Analysis Intern,喜利得（上海）有限公司,上海·闵行区,3.3-4.4千,本科,无需经验,https://jobs.51job.com/shanghai-mhq/163341775.html?s=sou_sou_soulb&t=0_0&req=audit51_15,2026-04-14 15:07:51,51job,"{'property': '{""isInitiative"":""是"",""pageCode"":""sou|sou|soulb"",""shortPageCode"":""sou|sou|soulb"",""searchType"":""手动搜索职位"",""jobRank"":""282"",""policyId"":""{}"",""keyword"":""实习"",""pageNum"":""15"",""requestId"":""audit51_15"",""jobType"":""0""}', 'jobId': '163341775', 'jobType': '0', 'jobName': '数据分析实习生 Data Analysis Intern', 'jobTags': ['无需经验', '本科', 'english', 'mechanical', 'mathematics', 'data', 'science', 'merging', 'statistic', 'chinese', '餐饮补贴', '免费班车'], 'jobNumString': '', 'workAreaCode': '021100', 'jobAreaCode': '020000', 'jobAreaString': '上海·闵行区', 'hrefAreaPinYin': 'shanghai-mhq', 'jobAreaLevelDetail': {'provinceCode': '020000', 'provinceString': '上海', 'cityCode': '020000', 'cityString': '上海', 'districtString': '闵行区', 'landMarkString': ''}, 'provideSalaryString': '3.3-4.4千', 'issueDateString': '2026-04-14 15:07:51', 'confirmDateString': '2026-04-14 15:07:51', 'workYear': '10', 'workYearString': '无需经验', 'degreeString': '本科', 'industryType1': '14', 'industryType2': '14', 'industryType1Str': '机械/设备/重工', 'industryType2Str': '机械/设备/重工', 'funcType1Code': '7501', 'funcType2Code': '', 'major1Str': '', 'major2Str': '', 'encCoId': 'AmZSMF44AT8FZ1QzUTE', 'companyName': '喜利得（上海）', 'fullCompanyName': '喜利得（上海）有限公司', 'companyLogo': 'https://img01.51jobcdn.com/fansImg/CompLogo/baselogo/1/200/199851/6d56cd35018d5d89b0fbeab0827a7123.jpg', 'companyTypeString': '外资（欧美）', 'companySizeString': '150-500人', 'companySizeCode': '3', 'companyIndustryType1Str': '机械/设备/重工', 'companyIndustryType2Str': '机械/设备/重工', 'hrUid': '1877457', 'hrName': '李女士', 'smallHrLogoUrl': 'https://img01.51jobcdn.com/imehire/userportrait/2/1878/1877457/1770079053391_small.png?1770079054?v=20260317', 'hrPosition': '人事招聘', 'hrActiveStatusGreen': '当前活跃', 'hrIsOnline': True, 'isOnline': True, 'hrOnlineLabelStatus': 1, 'hrLabels': ['今日回复6次'], 'updateDateTime': '2026-04-14 15:07:51', 'lon': '121.392008', 'lat': '31.084844', 'isCommunicate': False, 'isFromXyx': False, 'isIntern': False, 'isModelEmployer': False, 'isQuickFeedback': False, 'isPromotion': False, 'isApply': False, 'isExpire': False, 'jobHref': 'https://jobs.51job.com/shanghai-mhq/163341775.html?s=sou_sou_soulb&t=0_0&req=audit51_15', 'jobDescribe': 'Purpose of position \n职位目的\n\nYou can contribute to develop new analysis methods to continuously improve our products and services. You will be working on new data analysis approaches and collaborate with the global quality experts and cross functional teams. You will have the opportunity to broaden your knowledge and implement applications in practice.\n\nMinimum Experience &amp; Qualifications\n岗位要求\n\n1.\tMaster student in mechanical or electrical engineering, data science, mathematics or similar\n2.\tGood knowledge and prior experience in statistic and/or data science\n3.\tTechnical affinity\n4.\tExperience in data merging \n5.\tGood communication skills, with fluency in English and Chinese\n\nResponsibilities \n职位职责\n\n1.\tDevelop analysis concepts and methods to the next level with data from different sources, for continuously controlling and improvements of product quality\n2.\tDevelop and evaluate comprehensive repair analyses combining repair and market data or develop an approach to continuously monitoring product reliability\n3.\tDevelop reporting page based on data analysis result', 'companyHref': 'https://jobs.51job.com/all/coAmZSMF44AT8FZ1QzUTE.html', 'allowChatOnline': False, 'ctmId': 1566346, 'term': '0', 'termStr': '全职', 'landmarkId': '', 'landmarkString': '', 'retrieverName': 'JobTermBasedRetriever', 'exrInfo02': '{""retrieverName"":""JobTermBasedRetriever"",""referJobId"":"""",""intentions"":"""",""adExtendFunc"":"""",""adExtendCity"":"""",""workFuncMixedLabelResultExrInfo"":""""}', 'hrInfoType': 0, 'isRemoteWork': False, 'contactAllowed': '0', 'contactDay': '', 'contactTime': '', 'hasHrMobile': True, 'jobTagsForOrder': ['无需经验', '本科', 'english', 'mechanical', 'mathematics', 'data', 'science', 'merging', 'statistic', 'chinese', '餐饮补贴', '免费班车'], 'jobTagsList': [{'jobTagName': '无需经验'}, {'jobTagName': '本科'}, {'jobTagName': 'english'}, {'jobTagName': 'mechanical'}, {'jobTagName': 'mathematics'}, {'jobTagName': 'data'}, {'jobTagName': 'science'}, {'jobTagName': 'merging'}, {'jobTagName': 'statistic'}, {'jobTagName': 'chinese'}, {'jobTagName': '餐饮补贴'}, {'jobTagName': '免费班车'}], 'isAllowChat': True, 'sesameLabelList': [{'labelName': '港澳台投资企业', 'labelCode': 'hmt_owned_enterprise', 'labelDefinition': '该企业为全部或部分由香港特别行政区、澳门特别行政区、台湾地区投资者投资，依照中国法律在中国境内经登记注册设立。'}, {'labelName': '经营年限全国同行前5%', 'labelTranslateName': '行业内常青树', 'labelCode': 'top_nationwide', 'labelDefinition': '据工商登记信息显示，该企业相比其他同行业更早进入市场。'}, {'labelName': '拥有绿色资质', 'labelTranslateName': '拥有绿色资质', 'labelCode': 'esg_certificate_e', 'labelDefinition': '该企业拥有环保绿色相关资质认证。'}, {'labelName': '拥有连锁品牌', 'labelCode': 'own_chain_brand', 'labelDefinition': '该企业拥有得喜利连锁品牌。'}, {'labelName': '大学生就业贡献', 'labelTranslateName': '欢迎应届生应聘', 'labelCode': 'college_employment_contribution', 'labelDefinition': '据公开网络招聘信息显示，该企业在近1年内有发布过大学生就业岗位，助力大学生就业。'}], 'jobWelfareCodeDataList': [{'code': '100830', 'chineseTitle': '餐饮补贴', 'englishTitle': '', 'typeCode': '10035', 'typeTitle': '餐饮补贴'}, {'code': '100827', 'chineseTitle': '免费班车', 'englishTitle': '', 'typeCode': '10035', 'typeTitle': '免费班车'}], 'jobSalaryMax': '4400', 'jobSalaryMin': '3300', 'isReprintJob': '0', 'applyTimeText': '55分钟前有人投递', 'triggerBatchDeliver': True, 'jobReleaseType': '0', 'onlineHrLabelList': ['今日回复6次', '喜欢聊天'], 'showTypeUrl': 'https://imgjl.51jobcdn.com/cdn/51job/FileService/FileUpload/image/20250520/ptcard_128e85b893a640e8940c74c70daada54.png', 'showTypeUrlDark': 'https://imgjl.51jobcdn.com/cdn/51job/FileService/FileUpload/image/20251208/a7401c7dc5b291eef900ff6b78327e18_f2a16bd811034ae78dea2e01b9945aee.png', 'userInteractionOnlineLabel': 1, 'coIndustryCode': '', 'coIndustryText': '', 'photoUrlList': [], 'hireType': '', 'customerName': '', 'jobScheme': 'qiancheng://home/show_job_info?jobid=163341775&property=%7B%22isInitiative%22%3A%22%E6%98%AF%22%2C%22pageCode%22%3A%22sou%7Csou%7Csoulb%22%2C%22shortPageCode%22%3A%22sou%7Csou%7Csoulb%22%2C%22searchType%22%3A%22%E6%89%8B%E5%8A%A8%E6%90%9C%E7%B4%A2%E8%81%8C%E4%BD%8D%22%2C%22jobRank%22%3A%22282%22%2C%22policyId%22%3A%22%7B%7D%22%2C%22keyword%22%3A%22%E5%AE%9E%E4%B9%A0%22%2C%22pageNum%22%3A%2215%22%2C%22requestId%22%3A%22audit51_15%22%2C%22jobType%22%3A%220%22%7D', 'coId': '2650745'}",,,其他正规外资,基础档,20,25,8,0,53,过滤,no_english,False
51job,171406742,AI算法实习生（遥感应用方向）,上海蔚星科技有限公司,上海·闵行区,5千-1万,本科,无需经验,https://jobs.51job.com/shanghai-mhq/171406742.html?s=sou_sou_soulb&t=0_0&req=audit51_3,2026-04-02 16:04:51,51job,"{'property': '{""isInitiative"":""是"",""pageCode"":""sou|sou|soulb"",""shortPageCode"":""sou|sou|soulb"",""searchType"":""手动搜索职位"",""jobRank"":""42"",""policyId"":""{}"",""keyword"":""实习"",""pageNum"":""3"",""requestId"":""audit51_3"",""jobType"":""0""}', 'jobId': '171406742', 'jobType': '0', 'jobName': 'AI算法实习生（遥感应用方向）', 'jobTags': ['无需经验', '本科', '计算机', 'linux', '英语', 'git', 'gis', '光学', '测绘', 'cet_4', '遥感', '红外', '五险一金', '专业培训', '带薪年假', '周末双休', '项目奖金'], 'jobNumString': '', 'workAreaCode': '021100', 'jobAreaCode': '020000', 'jobAreaString': '上海·闵行区', 'hrefAreaPinYin': 'shanghai-mhq', 'jobAreaLevelDetail': {'provinceCode': '020000', 'provinceString': '上海', 'cityCode': '020000', 'cityString': '上海', 'districtString': '闵行区', 'landMarkString': ''}, 'provideSalaryString': '5千-1万', 'issueDateString': '2026-04-02 16:04:51', 'confirmDateString': '2026-04-02 16:04:51', 'workYear': '10', 'workYearString': '无需经验', 'degreeString': '本科', 'industryType1': '55', 'industryType2': '', 'industryType1Str': '航天/航空', 'industryType2Str': '', 'funcType1Code': '7309', 'funcType2Code': '', 'major1Str': '测绘类', 'major2Str': '', 'encCoId': 'AWFQMVI4VG8CZg1mVzM', 'companyName': '上海蔚星科技', 'fullCompanyName': '上海蔚星科技有限公司', 'companyLogo': 'https://img01.51jobcdn.com/fansImg/CompLogo/7/6596/6595181/6595181_300.png?637590182806739807', 'companyTypeString': '民营', 'companySizeString': '50-150人', 'companySizeCode': '2', 'companyIndustryType1Str': '航天/航空', 'hrUid': '21890094', 'hrName': '汪承龙', 'smallHrLogoUrl': 'https://img01.51jobcdn.com/imehire/userportrait/22/21891/21890094/1775099631837_small.jpg?1775099633?v=20260317', 'hrPosition': '人事行政经理', 'hrIsOnline': False, 'isOnline': False, 'hrOnlineLabelStatus': 2, 'hrLabels': ['1天内处理简历'], 'updateDateTime': '2026-04-03 12:12:29', 'lon': '121.392645', 'lat': '31.08045', 'isCommunicate': False, 'isFromXyx': False, 'isIntern': False, 'isModelEmployer': False, 'isQuickFeedback': False, 'isPromotion': False, 'isApply': False, 'isExpire': False, 'jobHref': 'https://jobs.51job.com/shanghai-mhq/171406742.html?s=sou_sou_soulb&t=0_0&req=audit51_3', 'jobDescribe': '核心岗位职责\n1.参与遥感影像智能解译算法研发（目标检测/语义分割/变化检测基础任务）\n2.配合完成模型API封装及业务接口调试，支撑应用集成\n3.负责遥感数据集构建、清洗、标注及基础数据增强\n4.编写实验文档及技术报告，协助算法工程化规范落地\n\n任职要求\n1.本科及以上学历，计算机、遥感、GIS、测绘等相关专业\n2.精通Python，熟练使用PyTorch/TensorFlow框架\n3.熟悉YOLO、U-Net等经典模型，有图像/遥感项目经验\n4.了解遥感影像基础处理（光学/红外基础特性）\n5.具备Git及Linux开发环境基础，英语CET-4', 'companyHref': 'https://jobs.51job.com/all/coAWFQMVI4VG8CZg1mVzM.html', 'allowChatOnline': False, 'ctmId': 5655277, 'term': '0', 'termStr': '全职', 'landmarkId': '', 'landmarkString': '', 'retrieverName': 'JobTermBasedRetriever', 'exrInfo02': '{""retrieverName"":""JobTermBasedRetriever"",""referJobId"":"""",""intentions"":"""",""adExtendFunc"":"""",""adExtendCity"":"""",""workFuncMixedLabelResultExrInfo"":""""}', 'hrInfoType': 0, 'isRemoteWork': False, 'contactAllowed': '0', 'contactDay': '', 'contactTime': '', 'hasHrMobile': True, 'jobTagsForOrder': ['无需经验', '本科', '计算机', 'linux', '英语', 'git', 'gis', '光学', '测绘', 'cet_4', '遥感', '红外', '五险一金', '专业培训', '带薪年假', '周末双休', '项目奖金'], 'jobTagsList': [{'jobTagName': '无需经验'}, {'jobTagName': '本科'}, {'jobTagName': '计算机'}, {'jobTagName': 'linux'}, {'jobTagName': '英语'}, {'jobTagName': 'git'}, {'jobTagName': 'gis'}, {'jobTagName': '光学'}, {'jobTagName': '测绘'}, {'jobTagName': 'cet_4'}, {'jobTagName': '遥感'}, {'jobTagName': '红外'}, {'jobTagName': '五险一金'}, {'jobTagName': '专业培训'}, {'jobTagName': '带薪年假'}, {'jobTagName': '周末双休'}, {'jobTagName': '项目奖金'}], 'isAllowChat': True, 'sesameLabelList': [{'labelName': '经营年限全国同行前20%', 'labelCode': 'top_nationwide', 'labelDefinition': '据工商登记信息显示，该企业相比其他同行业更早进入市场。'}, {'labelName': '拥有节能环保技术', 'labelCode': 'environmental_protection', 'labelDefinition': '该企业申请、授权的专利领域属于节约能源资源、发展循环经济、保护生态环境提供物质基础和技术保障的节能环保绿色产业。'}, {'labelName': '高新技术企业', 'labelTranslateName': '技术创新卓越企业', 'labelCode': 'high_new_tech_corp', 'labelDefinition': '发布时间:2023-11-15,评定有效期:3年,颁发机构:全国高新技术企业认定管理工作领导小组办公室。符合《高新技术企业认定管理办法》规定，符合国家重点支持的高新技术领域，持续进行研究开发与技术成果转化，形成企业核心自主知识产权，并以此为基础开展经营活动，在中国境内（不包括港、澳、台地区）注册成立一年以上的居民企业。'}, {'labelName': '科技型中小企业', 'labelTranslateName': '科技实力型中小企业', 'labelCode': 'technical_sme', 'labelDefinition': '发布时间:2025-11-20,评定有效期:1年,颁发机构:工业和信息化部火炬高技术产业开发中心。科技型中小企业是指依托一定数量的科技人员从事科学技术研究开发活动，取得自主知识产权并将其转化为高新技术产品或服务从而实现可持续发展，在中国境内（不包括港、澳、台地区）注册的中小企业。'}, {'labelName': '创新型中小企业', 'labelTranslateName': '创新成长型中小企业', 'labelCode': 'innovative_sme', 'labelDefinition': '发布时间:2026-03-06,评定有效期:3年,颁发机构:上海市经济和信息化委员会。企业符合《优质中小企业梯度培育管理暂行办法》中创新型中小企业的认定条件，说明企业在技术、管理、市场和组织等方面具备较强的创新能力和发展潜力。'}, {'labelName': '战略性新兴领域创新能力', 'labelTranslateName': '新兴领域创新企业', 'labelCode': 'new_strategic_industry', 'labelDefinition': '该企业申请、授权的专利属于以重大技术突破和重大发展需求为基础，对经济社会全局和长远发展具有重大引领带动作用，知识技术密集、物质资源消耗少、成长潜力大、综合效益好的战略性新兴产业。'}, {'labelName': '拥有发明专利', 'labelCode': 'has_patent_invention', 'labelDefinition': '该企业拥有一项或多项发明专利。发明专利是指针对产品、方法或其改进所提出的新技术方案。'}, {'labelName': '专利申请量同领域前40%', 'labelCode': 'pat_app_top', 'labelDefinition': '据企业官方和专利局网站信息显示，该企业在计算推算领域申请的专利数量在同行业位于前列。'}, {'labelName': '技术布局行业领先', 'labelCode': 'tech_layout_leader', 'labelDefinition': '该企业所采用的技术或技术路线已经或正在成为该行业的主流趋势，相比同行业具有较高的市场竞争力和创新能力。'}, {'labelName': '拥有绿色低碳技术', 'labelCode': 'has_patent_green', 'labelDefinition': '该企业拥有以绿色低碳技术为发明主题的专利。绿色低碳技术是指通过传统能源清洁利用、节能增效、新能源利用和温室气体捕集利用封存等实现减碳、零碳和负碳效果的有关技术。'}, {'labelName': '大学生就业贡献', 'labelTranslateName': '欢迎应届生应聘', 'labelCode': 'college_employment_contribution', 'labelDefinition': '据公开网络招聘信息显示，该企业在近1年内有发布过大学生就业岗位，助力大学生就业。'}], 'jobWelfareCodeDataList': [{'code': '100234', 'chineseTitle': '五险一金', 'englishTitle': '', 'typeCode': '10035', 'typeTitle': '五险一金'}, {'code': '100832', 'chineseTitle': '专业培训', 'englishTitle': '', 'typeCode': '10035', 'typeTitle': '专业培训'}, {'code': '100843', 'chineseTitle': '带薪年假', 'englishTitle': '', 'typeCode': '10035', 'typeTitle': '带薪年假'}, {'code': '100841', 'chineseTitle': '周末双休', 'englishTitle': '', 'typeCode': '10035', 'typeTitle': '周末双休'}, {'code': '100777', 'chineseTitle': '项目奖金', 'englishTitle': '', 'typeCode': '10035', 'typeTitle': '项目奖金'}], 'jobSalaryMax': '10000', 'jobSalaryMin': '5000', 'isReprintJob': '0', 'applyTimeText': '近3天有人投递', 'triggerBatchDeliver': True, 'jobReleaseType': '0', 'onlineHrLabelList': ['今日回复10+次', '喜欢聊天'], 'showTypeUrl': 'https://imgjl.51jobcdn.com/cdn/51job/FileService/FileUpload/image/20250520/ptcard_128e85b893a640e8940c74c70daada54.png', 'showTypeUrlDark': 'https://imgjl.51jobcdn.com/cdn/51job/FileService/FileUpload/image/20251208/a7401c7dc5b291eef900ff6b78327e18_f2a16bd811034ae78dea2e01b9945aee.png', 'userInteractionOnlineLabel': 2, 'coIndustryCode': '193', 'coIndustryText': '船舶/航空/航天', 'photoUrlList': [], 'hireType': '', 'customerName': '', 'jobScheme': 'qiancheng://home/show_job_info?jobid=171406742&property=%7B%22isInitiative%22%3A%22%E6%98%AF%22%2C%22pageCode%22%3A%22sou%7Csou%7Csoulb%22%2C%22shortPageCode%22%3A%22sou%7Csou%7Csoulb%22%2C%22searchType%22%3A%22%E6%89%8B%E5%8A%A8%E6%90%9C%E7%B4%A2%E8%81%8C%E4%BD%8D%22%2C%22jobRank%22%3A%2242%22%2C%22policyId%22%3A%22%7B%7D%22%2C%22keyword%22%3A%22%E5%AE%9E%E4%B9%A0%22%2C%22pageNum%22%3A%223%22%2C%22requestId%22%3A%22audit51_3%22%2C%22jobType%22%3A%220%22%7D', 'coId': '6595181'}",,,非目标公司,剔除,0,30,0,0,30,过滤,not_strict_foreign|no_core_skill|no_english,False
51job,170964991,Operational Excellence Intern,麦格纳汽车技术（上海）有限公司,上海·长宁区,160元/天,本科,无需经验,http://campus.51job.com/2022magna/details.html?jobid=170964991,2026-03-10 15:47:24,51job,"{'property': '{""isInitiative"":""是"",""pageCode"":""sou|sou|soulb"",""shortPageCode"":""sou|sou|soulb"",""searchType"":""手动搜索职位"",""jobRank"":""50"",""policyId"":""{}"",""keyword"":""实习"",""pageNum"":""3"",""requestId"":""audit51_3"",""jobType"":""0""}', 'jobId': '170964991', 'jobType': '0', 'jobName': 'Operational Excellence Intern', 'jobTags': ['无需经验', '本科', '卓越运营', '汽车行业', '数据处理'], 'jobNumString': '', 'workAreaCode': '020400', 'jobAreaCode': '020000', 'jobAreaString': '上海·长宁区', 'hrefAreaPinYin': 'shanghai-cnq', 'jobAreaLevelDetail': {'provinceCode': '020000', 'provinceString': '上海', 'cityCode': '020000', 'cityString': '上海', 'districtString': '长宁区', 'landMarkString': ''}, 'provideSalaryString': '160元/天', 'issueDateString': '2026-03-10 15:47:24', 'confirmDateString': '2026-03-10 15:47:23', 'workYear': '10', 'workYearString': '无需经验', 'degreeString': '本科', 'industryType1': '33', 'industryType2': '', 'industryType1Str': '汽车', 'industryType2Str': '', 'funcType1Code': '2608', 'funcType2Code': '', 'major1Str': '工业工程', 'major2Str': '新闻传播学', 'encCoId': 'UzNQPVIzBjsOYwVi', 'companyName': '麦格纳汽车技术（上海）', 'fullCompanyName': '麦格纳汽车技术（上海）有限公司', 'companyLogo': 'https://img01.51jobcdn.com/fansImg/CompLogo/1/693/692384/24886288477107240474_300.png?1710212886217', 'companyTypeString': '外资（欧美）', 'companySizeString': '10000人以上', 'companySizeCode': '7', 'companyIndustryType1Str': '汽车', 'hrUid': '18746160', 'hrName': '程东雪', 'smallHrLogoUrl': 'https://img01.51jobcdn.com/imehire/userportrait/19/18747/18746160/1746975492877_small.jpg?1746975494?v=20260317', 'hrPosition': 'HR Specialist', 'hrActiveStatusGreen': '当前活跃', 'hrIsOnline': True, 'isOnline': True, 'hrOnlineLabelStatus': 1, 'hrLabels': ['1天内处理简历'], 'updateDateTime': '2026-03-19 08:37:03', 'lon': '121.363308', 'lat': '31.227412', 'isCommunicate': False, 'isFromXyx': False, 'isIntern': False, 'isModelEmployer': True, 'isQuickFeedback': False, 'isPromotion': False, 'isApply': False, 'isExpire': False, 'jobHref': 'http://campus.51job.com/2022magna/details.html?jobid=170964991', 'jobDescribe': '【岗位职责】\n1.&nbsp;数据管理与可视化：负责部门质量数据的收集、整理与汇总；协助维护 Power BI 数据看板，确保数据的准确性与时效性。\n2.活动统筹与执行：协助各类相关活动及会议，涵盖从资料搜集、活动布置、现场支持到后期收尾等全流程执行。\n3.&nbsp;跨部门沟通协作：协助部门同事与各事业部分支机构对接，跟踪并获取必要信息，确保业务流程顺畅。\n4.&nbsp;内容运营与维护：负责部门内部通讯（Newsletter）的文案撰写、排版设计及发布工作，传递部门动态与活动资讯。\n5.其他：完成部门安排的其他临时性、辅助性行政及业务支持工作。\n\n【任职要求】\n1.专业背景： 本科及以上学历的在校生，智能化、数字化、工业工程专业、管理科学、运营管理等相关专业。\n2. 硬技能：良好的英语听说读写能力；熟练掌握 Office 办公软件（Excel, PPT, Word）；具备 Power BI 或数据可视化能力者优先考虑。\n3.&nbsp;软技能：具备优秀的跨部门沟通协调能力，思维敏捷、积极主动，能灵活应对各类突发事务，具备良好的服务意识与执行力。\n4.&nbsp;其他：工作细致负责，对运营管理与流程优化有浓厚兴趣，学习能力强。', 'companyHref': 'https://magna.51job.com/index.html', 'allowChatOnline': False, 'ctmId': 607998, 'term': '1', 'termStr': '兼职', 'landmarkId': '', 'landmarkString': '', 'retrieverName': 'JobTermBasedRetriever', 'exrInfo02': '{""retrieverName"":""JobTermBasedRetriever"",""referJobId"":"""",""intentions"":"""",""adExtendFunc"":"""",""adExtendCity"":"""",""workFuncMixedLabelResultExrInfo"":""""}', 'hrInfoType': 0, 'isRemoteWork': False, 'contactAllowed': '0', 'contactDay': '', 'contactTime': '', 'hasHrMobile': True, 'jobTagsForOrder': ['无需经验', '本科', '卓越运营', '汽车行业', '数据处理'], 'jobTagsList': [{'jobTagName': '无需经验'}, {'jobTagName': '本科'}, {'jobTagName': '卓越运营'}, {'jobTagName': '汽车行业'}, {'jobTagName': '数据处理'}], 'isAllowChat': True, 'sesameLabelList': [{'labelName': '港澳台投资企业', 'labelCode': 'hmt_owned_enterprise', 'labelDefinition': '该企业为全部或部分由香港特别行政区、澳门特别行政区、台湾地区投资者投资，依照中国法律在中国境内经登记注册设立。'}, {'labelName': '连续8年A级纳税人', 'labelTranslateName': '公司诚信纳税', 'labelCode': 'consec_years', 'labelDefinition': '税务部门采用年度评价指标得分和直接判级相结合的方式，依据纳税人信用历史信息、税务内部信息和外部信息等内容对纳税人进行信用评价，按照信用程度设为A、B、C、D四级，A级纳税人是税务部门评定的纳税信用级别最高的纳税人。'}, {'labelName': '经营年限全国同行前5%', 'labelTranslateName': '行业内常青树', 'labelCode': 'top_nationwide', 'labelDefinition': '据工商登记信息显示，该企业相比其他同行业更早进入市场。'}, {'labelName': '拥有自主品牌', 'labelCode': 'own_independent_brand', 'labelDefinition': '该企业拥有麦格纳、Magna麦格纳自主品牌。'}, {'labelName': '大学生就业贡献', 'labelTranslateName': '欢迎应届生应聘', 'labelCode': 'college_employment_contribution', 'labelDefinition': '据公开网络招聘信息显示，该企业在近1年内有发布过大学生就业岗位，助力大学生就业。'}], 'jobWelfareCodeDataList': [], 'jobSalaryMax': '', 'jobSalaryMin': '', 'isReprintJob': '0', 'applyTimeText': '55分钟前有人投递', 'triggerBatchDeliver': True, 'jobReleaseType': '0', 'onlineHrLabelList': ['5分钟前回复', '今日回复10+次'], 'showTypeUrl': 'https://imgjl.51jobcdn.com/cdn/51job/FileService/FileUpload/image/20250520/ptcard_128e85b893a640e8940c74c70daada54.png', 'showTypeUrlDark': 'https://imgjl.51jobcdn.com/cdn/51job/FileService/FileUpload/image/20251208/a7401c7dc5b291eef900ff6b78327e18_f2a16bd811034ae78dea2e01b9945aee.png', 'userInteractionOnlineLabel': 1, 'coIndustryCode': '', 'coIndustryText': '', 'photoUrlList': [], 'hireType': '', 'customerName': '', 'jobScheme': 'qiancheng://home/show_job_info?jobid=170964991&property=%7B%22isInitiative%22%3A%22%E6%98%AF%22%2C%22pageCode%22%3A%22sou%7Csou%7Csoulb%22%2C%22shortPageCode%22%3A%22sou%7Csou%7Csoulb%22%2C%22searchType%22%3A%22%E6%89%8B%E5%8A%A8%E6%90%9C%E7%B4%A2%E8%81%8C%E4%BD%8D%22%2C%22jobRank%22%3A%2250%22%2C%22policyId%22%3A%22%7B%7D%22%2C%22keyword%22%3A%22%E5%AE%9E%E4%B9%A0%22%2C%22pageNum%22%3A%223%22%2C%22requestId%22%3A%22audit51_3%22%2C%22jobType%22%3A%220%22%7D', 'coId': '692384'}",,,其他正规外资,基础档,20,0,8,0,28,过滤,no_core_skill|no_english,False
