platform,job_id,job_name,company_name,location,salary_text,education,experience,url,publish_date,source,raw,jd_value_score
51job,163341775,数据分析实习生 Data Analysis Intern,喜利得（上海）有限公司,上海·闵行区,3.3-4.4千,本科,无需经验,https://jobs.51job.com/shanghai-mhq/163341775.html?s=sou_sou_soulb&t=0_0&req=audit51_15,2026-04-14 15:07:51,51job,"{'property': '{""isInitiative"":""是"",""pageCode"":""sou|sou|soulb"",""shortPageCode"":""sou|sou|soulb"",""searchType"":""手动搜索职位"",""jobRank"":""282"",""policyId"":""{}"",""keyword"":""实习"",""pageNum"":""15"",""requestId"":""audit51_15"",""jobType"":""0""}', 'jobId': '163341775', 'jobType': '0', 'jobName': '数据分析实习生 Data Analysis Intern', 'jobTags': ['无需经验', '本科', 'english', 'mechanical', 'mathematics', 'data', 'science', 'merging', 'statistic', 'chinese', '餐饮补贴', '免费班车'], 'jobNumString': '', 'workAreaCode': '021100', 'jobAreaCode': '020000', 'jobAreaString': '上海·闵行区', 'hrefAreaPinYin': 'shanghai-mhq', 'jobAreaLevelDetail': {'provinceCode': '020000', 'provinceString': '上海', 'cityCode': '020000', 'cityString': '上海', 'districtString': '闵行区', 'landMarkString': ''}, 'provideSalaryString': '3.3-4.4千', 'issueDateString': '2026-04-14 15:07:51', 'confirmDateString': '2026-04-14 15:07:51', 'workYear': '10', 'workYearString': '无需经验', 'degreeString': '本科', 'industryType1': '14', 'industryType2': '14', 'industryType1Str': '机械/设备/重工', 'industryType2Str': '机械/设备/重工', 'funcType1Code': '7501', 'funcType2Code': '', 'major1Str': '', 'major2Str': '', 'encCoId': 'AmZSMF44AT8FZ1QzUTE', 'companyName': '喜利得（上海）', 'fullCompanyName': '喜利得（上海）有限公司', 'companyLogo': 'https://img01.51jobcdn.com/fansImg/CompLogo/baselogo/1/200/199851/6d56cd35018d5d89b0fbeab0827a7123.jpg', 'companyTypeString': '外资（欧美）', 'companySizeString': '150-500人', 'companySizeCode': '3', 'companyIndustryType1Str': '机械/设备/重工', 'companyIndustryType2Str': '机械/设备/重工', 'hrUid': '1877457', 'hrName': '李女士', 'smallHrLogoUrl': 'https://img01.51jobcdn.com/imehire/userportrait/2/1878/1877457/1770079053391_small.png?1770079054?v=20260317', 'hrPosition': '人事招聘', 'hrActiveStatusGreen': '当前活跃', 'hrIsOnline': True, 'isOnline': True, 'hrOnlineLabelStatus': 1, 'hrLabels': ['今日回复6次'], 'updateDateTime': '2026-04-14 15:07:51', 'lon': '121.392008', 'lat': '31.084844', 'isCommunicate': False, 'isFromXyx': False, 'isIntern': False, 'isModelEmployer': False, 'isQuickFeedback': False, 'isPromotion': False, 'isApply': False, 'isExpire': False, 'jobHref': 'https://jobs.51job.com/shanghai-mhq/163341775.html?s=sou_sou_soulb&t=0_0&req=audit51_15', 'jobDescribe': 'Purpose of position \n职位目的\n\nYou can contribute to develop new analysis methods to continuously improve our products and services. You will be working on new data analysis approaches and collaborate with the global quality experts and cross functional teams. You will have the opportunity to broaden your knowledge and implement applications in practice.\n\nMinimum Experience &amp; Qualifications\n岗位要求\n\n1.\tMaster student in mechanical or electrical engineering, data science, mathematics or similar\n2.\tGood knowledge and prior experience in statistic and/or data science\n3.\tTechnical affinity\n4.\tExperience in data merging \n5.\tGood communication skills, with fluency in English and Chinese\n\nResponsibilities \n职位职责\n\n1.\tDevelop analysis concepts and methods to the next level with data from different sources, for continuously controlling and improvements of product quality\n2.\tDevelop and evaluate comprehensive repair analyses combining repair and market data or develop an approach to continuously monitoring product reliability\n3.\tDevelop reporting page based on data analysis result', 'companyHref': 'https://jobs.51job.com/all/coAmZSMF44AT8FZ1QzUTE.html', 'allowChatOnline': False, 'ctmId': 1566346, 'term': '0', 'termStr': '全职', 'landmarkId': '', 'landmarkString': '', 'retrieverName': 'JobTermBasedRetriever', 'exrInfo02': '{""retrieverName"":""JobTermBasedRetriever"",""referJobId"":"""",""intentions"":"""",""adExtendFunc"":"""",""adExtendCity"":"""",""workFuncMixedLabelResultExrInfo"":""""}', 'hrInfoType': 0, 'isRemoteWork': False, 'contactAllowed': '0', 'contactDay': '', 'contactTime': '', 'hasHrMobile': True, 'jobTagsForOrder': ['无需经验', '本科', 'english', 'mechanical', 'mathematics', 'data', 'science', 'merging', 'statistic', 'chinese', '餐饮补贴', '免费班车'], 'jobTagsList': [{'jobTagName': '无需经验'}, {'jobTagName': '本科'}, {'jobTagName': 'english'}, {'jobTagName': 'mechanical'}, {'jobTagName': 'mathematics'}, {'jobTagName': 'data'}, {'jobTagName': 'science'}, {'jobTagName': 'merging'}, {'jobTagName': 'statistic'}, {'jobTagName': 'chinese'}, {'jobTagName': '餐饮补贴'}, {'jobTagName': '免费班车'}], 'isAllowChat': True, 'sesameLabelList': [{'labelName': '港澳台投资企业', 'labelCode': 'hmt_owned_enterprise', 'labelDefinition': '该企业为全部或部分由香港特别行政区、澳门特别行政区、台湾地区投资者投资，依照中国法律在中国境内经登记注册设立。'}, {'labelName': '经营年限全国同行前5%', 'labelTranslateName': '行业内常青树', 'labelCode': 'top_nationwide', 'labelDefinition': '据工商登记信息显示，该企业相比其他同行业更早进入市场。'}, {'labelName': '拥有绿色资质', 'labelTranslateName': '拥有绿色资质', 'labelCode': 'esg_certificate_e', 'labelDefinition': '该企业拥有环保绿色相关资质认证。'}, {'labelName': '拥有连锁品牌', 'labelCode': 'own_chain_brand', 'labelDefinition': '该企业拥有得喜利连锁品牌。'}, {'labelName': '大学生就业贡献', 'labelTranslateName': '欢迎应届生应聘', 'labelCode': 'college_employment_contribution', 'labelDefinition': '据公开网络招聘信息显示，该企业在近1年内有发布过大学生就业岗位，助力大学生就业。'}], 'jobWelfareCodeDataList': [{'code': '100830', 'chineseTitle': '餐饮补贴', 'englishTitle': '', 'typeCode': '10035', 'typeTitle': '餐饮补贴'}, {'code': '100827', 'chineseTitle': '免费班车', 'englishTitle': '', 'typeCode': '10035', 'typeTitle': '免费班车'}], 'jobSalaryMax': '4400', 'jobSalaryMin': '3300', 'isReprintJob': '0', 'applyTimeText': '55分钟前有人投递', 'triggerBatchDeliver': True, 'jobReleaseType': '0', 'onlineHrLabelList': ['今日回复6次', '喜欢聊天'], 'showTypeUrl': 'https://imgjl.51jobcdn.com/cdn/51job/FileService/FileUpload/image/20250520/ptcard_128e85b893a640e8940c74c70daada54.png', 'showTypeUrlDark': 'https://imgjl.51jobcdn.com/cdn/51job/FileService/FileUpload/image/20251208/a7401c7dc5b291eef900ff6b78327e18_f2a16bd811034ae78dea2e01b9945aee.png', 'userInteractionOnlineLabel': 1, 'coIndustryCode': '', 'coIndustryText': '', 'photoUrlList': [], 'hireType': '', 'customerName': '', 'jobScheme': 'qiancheng://home/show_job_info?jobid=163341775&property=%7B%22isInitiative%22%3A%22%E6%98%AF%22%2C%22pageCode%22%3A%22sou%7Csou%7Csoulb%22%2C%22shortPageCode%22%3A%22sou%7Csou%7Csoulb%22%2C%22searchType%22%3A%22%E6%89%8B%E5%8A%A8%E6%90%9C%E7%B4%A2%E8%81%8C%E4%BD%8D%22%2C%22jobRank%22%3A%22282%22%2C%22policyId%22%3A%22%7B%7D%22%2C%22keyword%22%3A%22%E5%AE%9E%E4%B9%A0%22%2C%22pageNum%22%3A%2215%22%2C%22requestId%22%3A%22audit51_15%22%2C%22jobType%22%3A%220%22%7D', 'coId': '2650745'}",8
51job,171587634,海运客服实习生（俄溢）,俄远东船务（上海）有限公司,上海·虹口区,150元/天,大专,无需经验,https://jobs.51job.com/shanghai-hkq/171587634.html?s=sou_sou_soulb&t=0_0&req=audit51_2,2026-04-14 14:31:47,51job,"{'property': '{""isInitiative"":""是"",""pageCode"":""sou|sou|soulb"",""shortPageCode"":""sou|sou|soulb"",""searchType"":""手动搜索职位"",""jobRank"":""24"",""policyId"":""{}"",""keyword"":""实习"",""pageNum"":""2"",""requestId"":""audit51_2"",""jobType"":""0""}', 'jobId': '171587634', 'jobType': '0', 'jobName': '海运客服实习生（俄溢）', 'jobTags': ['无需经验', '大专', 'excel', '英语', 'word', 'ppt', '订舱', 'pdf', '微软办公软件', '中英文口语', '物流管理'], 'jobNumString': '', 'workAreaCode': '020800', 'jobAreaCode': '020000', 'jobAreaString': '上海·虹口区', 'hrefAreaPinYin': 'shanghai-hkq', 'jobAreaLevelDetail': {'provinceCode': '020000', 'provinceString': '上海', 'cityCode': '020000', 'cityString': '上海', 'districtString': '虹口区', 'landMarkString': ''}, 'provideSalaryString': '150元/天', 'issueDateString': '2026-04-14 14:31:47', 'confirmDateString': '2026-04-14 14:31:47', 'workYear': '10', 'workYearString': '无需经验', 'degreeString': '大专', 'industryType1': '21', 'industryType2': '21', 'industryType1Str': '交通/运输/物流', 'industryType2Str': '交通/运输/物流', 'funcType1Code': '0815', 'funcType2Code': '', 'major1Str': '', 'major2Str': '', 'encCoId': 'AGJXMF84UmQFaANnUTM', 'companyName': '俄远东船务（上海）', 'fullCompanyName': '俄远东船务（上海）有限公司', 'companyLogo': 'https://img01.51jobcdn.com/fansImg/CompLogo/5/4349/4348877/4348877_300.png?636975729712858647', 'companyTypeString': '外资（非欧美）', 'companySizeString': '50-150人', 'companySizeCode': '2', 'companyIndustryType1Str': '交通/运输/物流', 'companyIndustryType2Str': '交通/运输/物流', 'hrUid': '21334410', 'hrName': '李女士', 'smallHrLogoUrl': 'https://img01.51jobcdn.com/imehire/userportrait/22/21335/21334410/1761010017038_small.jpg?1761010020?v=20260317', 'hrPosition': 'HR', 'hrActiveStatusGreen': '当前活跃', 'hrIsOnline': True, 'isOnline': True, 'hrOnlineLabelStatus': 1, 'hrLabels': ['今日回复5次'], 'updateDateTime': '2026-04-14 14:41:25', 'lon': '121.511899', 'lat': '31.256274', 'isCommunicate': False, 'isFromXyx': False, 'isIntern': False, 'isModelEmployer': False, 'isQuickFeedback': False, 'isPromotion': False, 'isApply': False, 'isExpire': False, 'jobHref': 'https://jobs.51job.com/shanghai-hkq/171587634.html?s=sou_sou_soulb&t=0_0&req=audit51_2', 'jobDescribe': '岗位职责：\n1.根据公司的流程和规范负责登记国外订单信息\n2.按照客户要求负责有关订舱的相关工作并及时反馈\n3. 从公司系统操作导出PDF格式文件\n\n职位要求：\n1.大专以上学历（全日制）\n2.英语或物流管理专业优先\n3.英语水平：CET 4\n4.熟悉微软办公软件，包括Word、Excel、PPT等\n5.良好的中英文口语和书面表达能力\n6.良好的沟通、人际关系和解决问题的能力\n7.具备团队合作精神\n\n注：此岗位接受2026年应届毕业生。', 'companyHref': 'https://jobs.51job.com/all/coAGJXMF84UmQFaANnUTM.html', 'allowChatOnline': False, 'ctmId': 3242365, 'term': '1', 'termStr': '兼职', 'landmarkId': '', 'landmarkString': '', 'retrieverName': 'JobTermBasedRetriever', 'exrInfo02': '{""retrieverName"":""JobTermBasedRetriever"",""referJobId"":"""",""intentions"":"""",""adExtendFunc"":"""",""adExtendCity"":"""",""workFuncMixedLabelResultExrInfo"":""""}', 'hrInfoType': 0, 'isRemoteWork': False, 'contactAllowed': '0', 'contactDay': '', 'contactTime': '', 'hasHrMobile': True, 'jobTagsForOrder': ['无需经验', '大专', 'excel', '英语', 'word', 'ppt', '订舱', 'pdf', '微软办公软件', '中英文口语', '物流管理'], 'jobTagsList': [{'jobTagName': '无需经验'}, {'jobTagName': '大专'}, {'jobTagName': 'excel'}, {'jobTagName': '英语'}, {'jobTagName': 'word'}, {'jobTagName': 'ppt'}, {'jobTagName': '订舱'}, {'jobTagName': 'pdf'}, {'jobTagName': '微软办公软件'}, {'jobTagName': '中英文口语'}, {'jobTagName': '物流管理'}], 'isAllowChat': True, 'sesameLabelList': [{'labelName': '港澳台投资企业', 'labelCode': 'hmt_owned_enterprise', 'labelDefinition': '该企业为全部或部分由香港特别行政区、澳门特别行政区、台湾地区投资者投资，依照中国法律在中国境内经登记注册设立。'}, {'labelName': '大学生就业贡献', 'labelTranslateName': '欢迎应届生应聘', 'labelCode': 'college_employment_contribution', 'labelDefinition': '据公开网络招聘信息显示，该企业在近1年内有发布过大学生就业岗位，助力大学生就业。'}, {'labelName': '连续9年A级纳税人', 'labelTranslateName': '公司诚信纳税', 'labelCode': 'consec_years', 'labelDefinition': '税务部门采用年度评价指标得分和直接判级相结合的方式，依据纳税人信用历史信息、税务内部信息和外部信息等内容对纳税人进行信用评价，按照信用程度设为A、B、C、D四级，A级纳税人是税务部门评定的纳税信用级别最高的纳税人。'}, {'labelName': '经营年限全国同行前5%', 'labelTranslateName': '行业内常青树', 'labelCode': 'top_nationwide', 'labelDefinition': '据工商登记信息显示，该企业相比其他同行业更早进入市场。'}], 'jobWelfareCodeDataList': [], 'jobSalaryMax': '', 'jobSalaryMin': '', 'isReprintJob': '0', 'applyTimeText': '当天有人投递', 'triggerBatchDeliver': True, 'jobReleaseType': '0', 'onlineHrLabelList': ['今日回复5次', '喜欢聊天'], 'showTypeUrl': 'https://imgjl.51jobcdn.com/cdn/51job/FileService/FileUpload/image/20250520/ptcard_128e85b893a640e8940c74c70daada54.png', 'showTypeUrlDark': 'https://imgjl.51jobcdn.com/cdn/51job/FileService/FileUpload/image/20251208/a7401c7dc5b291eef900ff6b78327e18_f2a16bd811034ae78dea2e01b9945aee.png', 'userInteractionOnlineLabel': 1, 'coIndustryCode': '', 'coIndustryText': '', 'photoUrlList': [], 'hireType': '', 'customerName': '', 'jobScheme': 'qiancheng://home/show_job_info?jobid=171587634&property=%7B%22isInitiative%22%3A%22%E6%98%AF%22%2C%22pageCode%22%3A%22sou%7Csou%7Csoulb%22%2C%22shortPageCode%22%3A%22sou%7Csou%7Csoulb%22%2C%22searchType%22%3A%22%E6%89%8B%E5%8A%A8%E6%90%9C%E7%B4%A2%E8%81%8C%E4%BD%8D%22%2C%22jobRank%22%3A%2224%22%2C%22policyId%22%3A%22%7B%7D%22%2C%22keyword%22%3A%22%E5%AE%9E%E4%B9%A0%22%2C%22pageNum%22%3A%222%22%2C%22requestId%22%3A%22audit51_2%22%2C%22jobType%22%3A%220%22%7D', 'coId': '4348877'}",0
51job,171588695,Intern(NonTech),普立万企业管理（上海）有限公司,上海·浦东新区,3千及以下,本科,无需经验,https://jobs.51job.com/shanghai-pdxq/171588695.html?s=sou_sou_soulb&t=0_0&req=audit51_1,2026-04-14 15:57:27,51job,"{'property': '{""isInitiative"":""是"",""pageCode"":""sou|sou|soulb"",""shortPageCode"":""sou|sou|soulb"",""searchType"":""手动搜索职位"",""jobRank"":""13"",""policyId"":""{}"",""keyword"":""实习"",""pageNum"":""1"",""requestId"":""audit51_1"",""jobType"":""0""}', 'jobId': '171588695', 'jobType': '0', 'jobName': 'Intern(NonTech)', 'jobTags': ['无需经验', '本科'], 'jobNumString': '', 'workAreaCode': '021000', 'jobAreaCode': '020000', 'jobAreaString': '上海·浦东新区', 'hrefAreaPinYin': 'shanghai-pdxq', 'jobAreaLevelDetail': {'provinceCode': '020000', 'provinceString': '上海', 'cityCode': '020000', 'cityString': '上海', 'districtString': '浦东新区', 'landMarkString': ''}, 'provideSalaryString': '3千及以下', 'issueDateString': '2026-04-14 15:57:27', 'confirmDateString': '2026-04-14 15:57:27', 'workYear': '10', 'workYearString': '无需经验', 'degreeString': '本科', 'industryType1': '19', 'industryType2': '19', 'industryType1Str': '石油/化工/矿产/地质', 'industryType2Str': '石油/化工/矿产/地质', 'funcType1Code': '1411', 'funcType2Code': '', 'major1Str': '', 'major2Str': '', 'encCoId': 'UjZWOgdnAz8CZAFmUjU', 'companyName': '普立万企业管理（上海）', 'fullCompanyName': '普立万企业管理（上海）有限公司', 'companyLogo': 'https://img01.51jobcdn.com/fansImg/CompLogo/3/2833/2832342/16110975434386527519_300.png?1722391033219', 'companyTypeString': '外资（欧美）', 'companySizeString': '5000-10000人', 'companySizeCode': '6', 'companyIndustryType1Str': '石油/化工/矿产/地质', 'companyIndustryType2Str': '石油/化工/矿产/地质', 'hrUid': '2066372', 'hrName': '普立万SZ', 'smallHrLogoUrl': 'https://img01.51jobcdn.com/imehire/userportrait/default/li_portrait_female_006_small.png?v=20260317', 'hrPosition': 'HR', 'hrActiveStatusGreen': '当前活跃', 'hrIsOnline': True, 'isOnline': True, 'hrOnlineLabelStatus': 1, 'hrLabels': ['刚刚活跃'], 'updateDateTime': '2026-04-14 15:57:28', 'lon': '121.635335', 'lat': '31.262707', 'isCommunicate': False, 'isFromXyx': False, 'isIntern': False, 'isModelEmployer': False, 'isQuickFeedback': False, 'isPromotion': False, 'isApply': False, 'isExpire': False, 'jobHref': 'https://jobs.51job.com/shanghai-pdxq/171588695.html?s=sou_sou_soulb&t=0_0&req=audit51_1', 'jobDescribe': 'Program Description：\r\nThis program is specifically for MBA students. In the past 4 years, we have had many MBA students participate the summer internship program and some of them qualified to be invited formal employment in campus recruitment. Whether you have relevant industry background or not, as long as you have enthusiasm for market research and have mindset of amplify innovation, you are welcome to join Avient 2026 Summer intern program. (Consulting or industry background be preferred)\r\nIn Avient market insights team, we have been developing the growth vectors in Great China and Southeast Asia. We are committed to research regional growth opportunities, and we facilitate to accelerate the business growth. We hope deep dive the fast-growing industries’ segments, with more double-digit growth and specifically driven the regional domestic growth. In addition, we would like to listen to you, any of your creative thoughts and ideation would be recognized and combined to your in-depth research.\r\nWhat you can get:\r\n• High-quality internship experience. You will have the opportunity to independently complete the project report and have chance of reporting to Avient business stakeholders.\r\n• Deeply understand industries value chain. You will improve market research ability and have chance of learning from business experts, in the fields of Auto, consumer &amp; telecom.\r\n• Communication opportunities with MBA alumni. You will build up networking Avient MBA colleagues and predecessors from CEIBS, Fudan IMBA and Shanghai Jiao Tong University CLGO, IMBA.', 'companyHref': 'https://jobs.51job.com/all/coUjZWOgdnAz8CZAFmUjU.html', 'allowChatOnline': False, 'ctmId': 1741866, 'term': '0', 'termStr': '全职', 'landmarkId': '', 'landmarkString': '', 'retrieverName': 'JobTermBasedRetriever', 'exrInfo02': '{""retrieverName"":""JobTermBasedRetriever"",""referJobId"":"""",""intentions"":"""",""adExtendFunc"":"""",""adExtendCity"":"""",""workFuncMixedLabelResultExrInfo"":""""}', 'hrInfoType': 0, 'isRemoteWork': False, 'contactAllowed': '0', 'contactDay': '', 'contactTime': '', 'hasHrMobile': True, 'jobTagsForOrder': ['无需经验', '本科'], 'jobTagsList': [{'jobTagName': '无需经验'}, {'jobTagName': '本科'}], 'isAllowChat': True, 'sesameLabelList': [{'labelName': '港澳台投资企业', 'labelCode': 'hmt_owned_enterprise', 'labelDefinition': '该企业为全部或部分由香港特别行政区、澳门特别行政区、台湾地区投资者投资，依照中国法律在中国境内经登记注册设立。'}, {'labelName': '连续7年A级纳税人', 'labelTranslateName': '公司诚信纳税', 'labelCode': 'consec_years', 'labelDefinition': '税务部门采用年度评价指标得分和直接判级相结合的方式，依据纳税人信用历史信息、税务内部信息和外部信息等内容对纳税人进行信用评价，按照信用程度设为A、B、C、D四级，A级纳税人是税务部门评定的纳税信用级别最高的纳税人。'}, {'labelName': '经营年限全国同行前10%', 'labelTranslateName': '经营年限全国同行前10%', 'labelCode': 'top_nationwide', 'labelDefinition': '据工商登记信息显示，该企业相比其他同行业更早进入市场。'}, {'labelName': '大学生就业贡献', 'labelTranslateName': '欢迎应届生应聘', 'labelCode': 'college_employment_contribution', 'labelDefinition': '据公开网络招聘信息显示，该企业在近1年内有发布过大学生就业岗位，助力大学生就业。'}], 'jobWelfareCodeDataList': [], 'jobSalaryMax': '1500', 'jobSalaryMin': '1000', 'isReprintJob': '0', 'applyTimeText': '6小时前有人投递', 'triggerBatchDeliver': False, 'jobReleaseType': '0', 'showTypeUrl': 'https://imgjl.51jobcdn.com/cdn/51job/FileService/FileUpload/image/20250520/ptcard_128e85b893a640e8940c74c70daada54.png', 'showTypeUrlDark': 'https://imgjl.51jobcdn.com/cdn/51job/FileService/FileUpload/image/20251208/a7401c7dc5b291eef900ff6b78327e18_f2a16bd811034ae78dea2e01b9945aee.png', 'userInteractionOnlineLabel': 1, 'coIndustryCode': '', 'coIndustryText': '', 'photoUrlList': [{'photoUrl': 'https://img01.51jobcdn.com/jc/companyimg/3/2833/2832342/28b684f8b544a34d79ffa3070ecc4728.png', 'smallPhotoUrl': 'https://img01.51jobcdn.com/jc/companyimg/3/2833/2832342/28b684f8b544a34d79ffa3070ecc4728_small.png'}, {'photoUrl': 'https://img01.51jobcdn.com/jc/companyimg/3/2833/2832342/be0e721bd39d7e3fee2a3004b5949186.png', 'smallPhotoUrl': 'https://img01.51jobcdn.com/jc/companyimg/3/2833/2832342/be0e721bd39d7e3fee2a3004b5949186_small.png'}, {'photoUrl': 'https://img01.51jobcdn.com/jc/companyimg/3/2833/2832342/d3ee5deedbaa82686eb61bd16c0abbcc.jpg', 'smallPhotoUrl': 'https://img01.51jobcdn.com/jc/companyimg/3/2833/2832342/d3ee5deedbaa82686eb61bd16c0abbcc_small.jpg'}, {'photoUrl': 'https://img01.51jobcdn.com/jc/companyimg/3/2833/2832342/8eaa3ca102fd05cc3ab89761f1915db6.jpg', 'smallPhotoUrl': 'https://img01.51jobcdn.com/jc/companyimg/3/2833/2832342/8eaa3ca102fd05cc3ab89761f1915db6_small.jpg'}], 'hireType': '', 'customerName': '', 'jobScheme': 'qiancheng://home/show_job_info?jobid=171588695&property=%7B%22isInitiative%22%3A%22%E6%98%AF%22%2C%22pageCode%22%3A%22sou%7Csou%7Csoulb%22%2C%22shortPageCode%22%3A%22sou%7Csou%7Csoulb%22%2C%22searchType%22%3A%22%E6%89%8B%E5%8A%A8%E6%90%9C%E7%B4%A2%E8%81%8C%E4%BD%8D%22%2C%22jobRank%22%3A%2213%22%2C%22policyId%22%3A%22%7B%7D%22%2C%22keyword%22%3A%22%E5%AE%9E%E4%B9%A0%22%2C%22pageNum%22%3A%221%22%2C%22requestId%22%3A%22audit51_1%22%2C%22jobType%22%3A%220%22%7D', 'coId': '2832342'}",0
